Days,Survival,Mutant,Virus,TechRep,BiolRep
4,1,1,0,P,3
4,1,1,0,P,3
4,1,1,0,P,3
5,1,1,0,P,3
5,1,1,0,P,3
6,0,1,0,P,3
6,0,1,0,P,3
6,0,1,0,P,3
6,0,1,0,P,3
2,1,1,1,Q,3
4,1,1,1,Q,3
4,1,1,1,Q,3
4,1,1,1,Q,3
4,1,1,1,Q,3
5,1,1,1,Q,3
5,1,1,1,Q,3
5,1,1,1,Q,3
5,1,1,1,Q,3
5,1,1,1,Q,3
5,1,1,1,Q,3
5,1,1,1,Q,3
6,1,1,1,Q,3
2,1,1,1,R,3
2,1,1,1,R,3
3,1,1,1,R,3
4,1,1,1,R,3
4,1,1,1,R,3
4,1,1,1,R,3
5,1,1,1,R,3
5,1,1,1,R,3
5,1,1,1,R,3
5,1,1,1,R,3
6,1,1,1,R,3
6,1,1,1,R,3
6,1,1,1,R,3
6,1,1,1,R,3
