Days,Survival,Mutant,Virus,TechRep,BiolRep
7,1,1,1,L,2
7,1,1,1,L,2
7,1,1,1,L,2
7,1,1,1,L,2
7,1,1,1,L,2
7,1,1,1,L,2
7,0,0,0,M,3
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
7,0,0,0,M,
4,1,0,1,N,
6,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
7,1,0,1,N,
5,1,0,1,O,
5,1,0,1,O,
6,1,0,1,O,
6,1,0,1,O,
6,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,1,0,1,O,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
7,0,1,0,P,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
6,1,1,1,Q,
7,1,1,1,Q,
7,1,1,1,Q,
4,1,1,1,R,
5,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
6,1,1,1,R,
7,1,1,1,R,
7,1,1,1,R,
